ZipCode,county,state,Pediatric
35215,Jefferson County,AL,26.31578947368421
35957,Marshall County,AL,62.71929824561403
99501,Anchorage Municipality,AK,47.80701754385965
99567,Anchorage Municipality,AK,99.56140350877193
85016,Maricopa County,AZ,17.982456140350877
85040,Maricopa County,AZ,11.842105263157894
85653,Pima County,AZ,70.6140350877193
86442,Mohave County,AZ,77.63157894736842
90028,Los Angeles County,CA,94.2982456140351
92102,San Diego County,CA,44.29824561403509
92113,San Diego County,CA,43.859649122807014
92345,San Bernardino County,CA,30.701754385964914
92410,San Bernardino County,CA,30.263157894736842
93204,Kings County,CA,75.43859649122807
93433,San Luis Obispo County,CA,69.2982456140351
93703,Fresno County,CA,21.929824561403507
94501,Alameda County,CA,55.70175438596491
95350,Stanislaus County,CA,50.43859649122807
95602,Placer County,CA,98.24561403508771
80013,Arapahoe County,CO,25.877192982456144
80302,Boulder County,CO,96.49122807017544
06108,Hartford County,CT,21.052631578947366
06810,Fairfield County,CT,22.36842105263158
19802,New Castle County,DE,57.45614035087719
32765,Seminole County,FL,79.3859649122807
33711,Pinellas County,FL,63.1578947368421
33838,Polk County,FL,92.98245614035088
34116,Collier County,FL,46.49122807017544
34606,Hernando County,FL,55.70175438596491
34608,Hernando County,FL,39.473684210526315
30101,Cobb County,GA,78.0701754385965
30126,Cobb County,GA,66.22807017543859
30274,Clayton County,GA,60.08771929824561
83843,Latah County,ID,58.77192982456141
60153,Cook County,IL,96.05263157894737
46218,Marion County,IN,24.561403508771928
46221,Marion County,IN,53.07017543859649
46947,Cass County,IN,32.89473684210527
47441,Greene County,IN,81.14035087719299
51503,Pottawattamie County,IA,57.89473684210527
40047,Bullitt County,KY,83.77192982456141
40051,Nelson County,KY,93.85964912280701
40211,Jefferson County,KY,22.807017543859647
40212,Jefferson County,KY,47.368421052631575
40272,Jefferson County,KY,43.42105263157895
40403,Madison County,KY,48.24561403508772
41008,Carroll County,KY,67.54385964912281
41102,Boyd County,KY,37.280701754385966
41465,Magoffin County,KY,64.91228070175438
70001,Jefferson Parish,LA,71.9298245614035
70068,St. John the Baptist Parish,LA,88.1578947368421
70094,Jefferson Parish,LA,13.596491228070176
70112,Orleans Parish,LA,89.91228070175438
70117,Orleans Parish,LA,15.789473684210526
70118,Orleans Parish,LA,13.596491228070176
70127,Orleans Parish,LA,60.526315789473685
70301,Lafourche Parish,LA,20.175438596491226
70360,Terrebonne Parish,LA,14.473684210526317
70380,St. Mary Parish,LA,6.140350877192982
70427,Washington Parish,LA,53.94736842105263
70535,St. Landry Parish,LA,28.947368421052634
70805,East Baton Rouge Parish,LA,51.75438596491229
71254,East Carroll Parish,LA,89.47368421052632
01129,Hampden County,MA,45.17543859649123
01852,Middlesex County,MA,8.333333333333332
02124,Suffolk County,MA,0
48125,Wayne County,MI,42.10526315789473
48134,Wayne County,MI,68.42105263157895
48141,Wayne County,MI,12.280701754385964
48146,Wayne County,MI,10.526315789473683
48202,Wayne County,MI,75
48210,Wayne County,MI,25
48224,Wayne County,MI,12.719298245614036
48357,Oakland County,MI,95.17543859649122
48473,Genesee County,MI,85.96491228070175
48507,Genesee County,MI,33.771929824561404
49048,Kalamazoo County,MI,63.1578947368421
49503,Kent County,MI,16.228070175438596
38868,Lee County,MS,100
39056,Hinds County,MS,31.140350877192986
39212,Hinds County,MS,10.964912280701753
39301,Lauderdale County,MS,42.98245614035088
39365,Neshoba County,MS,53.94736842105263
39437,Jones County,MS,80.26315789473685
39474,Jefferson Davis County,MS,84.64912280701753
63020,Jefferson County,MO,53.50877192982456
64050,Jackson County,MO,45.17543859649123
64052,Jackson County,MO,35.526315789473685
64058,Jackson County,MO,79.82456140350878
64063,Jackson County,MO,55.70175438596491
64108,Jackson County,MO,52.63157894736842
64116,Clay County,MO,74.12280701754386
64127,Jackson County,MO,18.421052631578945
64429,Clinton County,MO,89.03508771929825
65020,Camden County,MO,66.66666666666666
65672,Taney County,MO,82.45614035087719
65714,Christian County,MO,61.40350877192983
68108,Douglas County,NE,60.96491228070175
68850,Dawson County,NE,78.94736842105263
69361,Scotts Bluff County,NE,72.80701754385966
89156,Clark County,NV,68.85964912280701
03301,Merrimack County,NH,50
03766,Grafton County,NH,61.40350877192983
07040,Essex County,NJ,85.08771929824562
07108,Essex County,NJ,3.070175438596491
07202,Union County,NJ,95.6140350877193
08332,Cumberland County,NJ,32.45614035087719
87420,San Juan County,NM,40.35087719298245
10025,New York County,NY,28.07017543859649
10026,New York County,NY,15.350877192982457
10451,Bronx County,NY,4.385964912280701
10456,Bronx County,NY,3.508771929824561
10459,Bronx County,NY,5.263157894736842
10467,Bronx County,NY,0.43859649122807015
10468,Bronx County,NY,2.1929824561403506
10473,Bronx County,NY,6.578947368421052
11218,Kings County,NY,49.122807017543856
11373,Queens County,NY,7.017543859649122
12095,Fulton County,NY,48.68421052631579
12901,Clinton County,NY,42.54385964912281
13339,Montgomery County,NY,51.31578947368421
14823,Steuben County,NY,91.66666666666666
27041,Surry County,NC,92.54385964912281
27260,Guilford County,NC,40.35087719298245
27529,Wake County,NC,39.91228070175439
27557,Nash County,NC,88.59649122807018
27606,Wake County,NC,82.01754385964912
28052,Gaston County,NC,35.96491228070175
28379,Richmond County,NC,53.94736842105263
28551,Lenoir County,NC,91.66666666666666
28580,Greene County,NC,83.33333333333334
58103,Cass County,ND,12.719298245614036
43068,Franklin County,OH,3.9473684210526314
43113,Pickaway County,OH,38.59649122807017
43123,Franklin County,OH,44.73684210526316
43201,Franklin County,OH,34.64912280701755
43204,Franklin County,OH,1.3157894736842104
43205,Franklin County,OH,18.859649122807017
43206,Franklin County,OH,9.210526315789473
43223,Franklin County,OH,1.7543859649122806
43224,Franklin County,OH,7.456140350877193
43232,Franklin County,OH,0.8771929824561403
43701,Muskingum County,OH,17.543859649122805
43935,Belmont County,OH,34.21052631578947
44090,Lorain County,OH,90.35087719298247
44103,Cuyahoga County,OH,71.05263157894737
44109,Cuyahoga County,OH,2.631578947368421
44115,Cuyahoga County,OH,35.08771929824561
44125,Cuyahoga County,OH,37.719298245614034
44135,Cuyahoga County,OH,4.824561403508771
44203,Summit County,OH,7.894736842105263
44224,Summit County,OH,39.03508771929825
44432,Columbiana County,OH,74.12280701754386
44444,Trumbull County,OH,77.19298245614034
44601,Stark County,OH,8.771929824561402
44641,Stark County,OH,53.94736842105263
44704,Stark County,OH,76.75438596491229
44705,Stark County,OH,29.385964912280706
44707,Stark County,OH,61.40350877192983
45030,Hamilton County,OH,46.05263157894737
45044,Butler County,OH,21.49122807017544
45107,Clinton County,OH,86.8421052631579
45121,Brown County,OH,86.8421052631579
45176,Clermont County,OH,41.228070175438596
45214,Hamilton County,OH,65.78947368421053
45239,Hamilton County,OH,22.807017543859647
45503,Clark County,OH,19.298245614035086
73036,Canadian County,OK,58.77192982456141
97060,Multnomah County,OR,58.77192982456141
97213,Multnomah County,OR,93.42105263157895
97217,Multnomah County,OR,75.87719298245614
97220,Multnomah County,OR,69.73684210526315
97224,Washington County,OR,81.14035087719299
97322,Linn County,OR,46.92982456140351
97526,Josephine County,OR,75.87719298245614
18104,Lehigh County,PA,31.140350877192986
18505,Lackawanna County,PA,41.66666666666667
19020,Bucks County,PA,49.56140350877193
19121,Philadelphia County,PA,27.192982456140353
19401,Montgomery County,PA,38.15789473684211
29018,Orangeburg County,SC,98.24561403508771
29405,Charleston County,SC,27.192982456140353
29470,Charleston County,SC,96.9298245614035
57770,Shannon County,SD,16.666666666666664
37015,Cheatham County,TN,70.17543859649122
37211,Davidson County,TN,9.649122807017543
37921,Knox County,TN,31.140350877192986
75009,Collin County,TX,94.73684210526315
75051,Dallas County,TX,23.684210526315788
75061,Dallas County,TX,52.19298245614035
75092,Grayson County,TX,83.77192982456141
75126,Kaufman County,TX,72.36842105263158
75149,Dallas County,TX,17.105263157894736
75208,Dallas County,TX,67.10526315789474
75241,Dallas County,TX,50.877192982456144
76010,Tarrant County,TX,5.701754385964912
77021,Harris County,TX,72.80701754385966
77034,Harris County,TX,20.614035087719298
77088,Harris County,TX,19.298245614035086
77450,Harris County,TX,78.0701754385965
77575,Liberty County,TX,97.36842105263158
78041,Webb County,TX,26.75438596491228
78218,Bexar County,TX,28.07017543859649
78227,Bexar County,TX,10.087719298245613
78228,Bexar County,TX,24.12280701754386
78660,Travis County,TX,36.40350877192983
78753,Travis County,TX,29.385964912280706
78840,Val Verde County,TX,36.40350877192983
79316,Terry County,TX,85.52631578947368
22309,Fairfax County,VA,14.912280701754385
23224,Richmond city,VA,11.403508771929824
24216,Wise County,VA,65.35087719298247
24609,Tazewell County,VA,80.26315789473685
98626,Cowlitz County,WA,57.89473684210527
98661,Clark County,WA,67.54385964912281
98801,Chelan County,WA,57.01754385964912
20011,District of Columbia,DC,25.438596491228072
25015,Kanawha County,WV,90.78947368421053
25312,Kanawha County,WV,91.22807017543859
25320,Kanawha County,WV,97.80701754385966
25411,Morgan County,WV,85.96491228070175
25526,Putnam County,WV,72.80701754385966
25701,Cabell County,WV,64.47368421052632
26101,Wood County,WV,32.89473684210527
53022,Washington County,WI,86.8421052631579
53205,Milwaukee County,WI,64.03508771929825
53581,Richland County,WI,71.49122807017544
54667,Vernon County,WI,99.12280701754386
54843,Sawyer County,WI,82.45614035087719
